iter	Passed	Remaining
1698	4732	23123
1699	4735	23120
1700	4738	23117
1701	4741	23114
1702	4744	23112
1703	4746	23108
1704	4749	23105
1705	4751	23102
1706	4755	23100
1707	4758	23099
1708	4760	23096
1709	4764	23095
1710	4767	23094
1711	4770	23093
1712	4772	23089
1713	4775	23086
1714	4778	23083
1715	4780	23078
1716	4783	23074
1717	4785	23070
1718	4788	23067
1719	4791	23064
1720	4793	23061
1721	4796	23057
1722	4799	23056
1723	4802	23052
1724	4804	23047
1725	4807	23043
1726	4809	23039
1727	4811	23035
1728	4814	23030
1729	4816	23026
1730	4819	23023
1731	4822	23021
1732	4825	23019
1733	4827	23014
1734	4830	23010
1735	4833	23008
1736	4836	23005
1737	4839	23005
1738	4842	23003
1739	4845	23001
1740	4848	22999
1741	4851	22997
1742	4855	22999
1743	4860	23007
1744	4864	23010
1745	4867	23011
1746	4870	23010
1747	4873	23008
1748	4876	23004
1749	4879	23001
1750	4881	22998
1751	4884	22995
1752	4887	22991
1753	4889	22987
1754	4892	22984
1755	4895	22980
1756	4897	22978
1757	4900	22975
1758	4903	22973
1759	4906	22970
1760	4909	22969
1761	4912	22969
1762	4915	22967
1763	4918	22963
1764	4921	22962
1765	4924	22958
1766	4926	22955
1767	4929	22953
1768	4932	22949
1769	4934	22944
1770	4937	22940
1771	4939	22937
1772	4942	22934
1773	4945	22933
1774	4949	22933
1775	4952	22932
1776	4954	22928
1777	4957	22925
1778	4960	22921
1779	4962	22917
1780	4965	22915
1781	4968	22911
1782	4971	22909
1783	4974	22909
1784	4977	22908
1785	4980	22907
1786	4984	22906
1787	4987	22905
1788	4990	22903
1789	4992	22899
1790	4995	22895
1791	4998	22893
1792	5000	22890
1793	5003	22888
1794	5006	22884
1795	5008	22880
1796	5011	22877
1797	5014	22873
1798	5016	22870
1799	5019	22868
1800	5023	22867
1801	5025	22863
1802	5028	22860
1803	5030	22856
1804	5033	22853
1805	5036	22851
1806	5040	22852
1807	5043	22851
1808	5046	22849
1809	5049	22847
1810	5051	22843
1811	5054	22840
1812	5057	22836
1813	5059	22833
1814	5062	22830
1815	5065	22828
1816	5068	22824
1817	5070	22821
1818	5073	22817
1819	5076	22815
1820	5078	22812
1821	5081	22808
1822	5084	22804
1823	5086	22801
1824	5090	22800
1825	5093	22799
1826	5096	22797
1827	5099	22795
1828	5101	22793
1829	5104	22789
1830	5107	22786
1831	5110	22785
1832	5113	22783
1833	5116	22781
1834	5119	22779
1835	5121	22775
1836	5124	22770
1837	5126	22766
1838	5129	22762
1839	5131	22758
1840	5134	22755
1841	5137	22752
1842	5139	22747
1843	5142	22745
1844	5145	22742
1845	5147	22737
1846	5150	22733
1847	5152	22730
1848	5155	22726
1849	5157	22722
1850	5160	22718
1851	5162	22714
1852	5165	22710
1853	5168	22708
1854	5170	22704
1855	5173	22702
1856	5176	22698
1857	5178	22694
1858	5181	22690
1859	5183	22685
1860	5186	22681
1861	5188	22677
1862	5191	22674
1863	5194	22672
1864	5197	22669
1865	5199	22666
1866	5202	22663
1867	5205	22660
1868	5208	22658
1869	5211	22658
1870	5215	22658
1871	5218	22657
1872	5221	22655
1873	5224	22653
1874	5226	22648
1875	5229	22644
1876	5231	22640
1877	5234	22637
1878	5236	22634
1879	5239	22630
1880	5242	22627
1881	5245	22624
1882	5247	22621
1883	5250	22618
1884	5253	22615
1885	5255	22611
1886	5258	22608
1887	5261	22606
1888	5263	22602
1889	5266	22598
1890	5269	22596
1891	5272	22594
1892	5275	22591
1893	5278	22590
1894	5281	22590
1895	5285	22589
1896	5288	22588
1897	5291	22586
1898	5293	22583
1899	5296	22578
1900	5298	22574
1901	5301	22571
1902	5303	22566
1903	5306	22563
1904	5309	22560
1905	5311	22556
1906	5314	22553
1907	5317	22550
1908	5320	22549
1909	5323	22547
1910	5325	22543
1911	5328	22541
1912	5331	22538
1913	5334	22535
1914	5336	22532
1915	5339	22529
1916	5342	22525
1917	5344	22520
1918	5346	22516
1919	5349	22512
1920	5352	22509
1921	5354	22506
1922	5357	22503
1923	5360	22499
1924	5363	22496
1925	5365	22492
1926	5368	22490
1927	5371	22487
1928	5373	22484
1929	5376	22480
1930	5379	22477
1931	5381	22472
1932	5383	22468
1933	5386	22465
1934	5389	22462
1935	5392	22460
1936	5395	22457
1937	5398	22456
1938	5401	22454
1939	5403	22450
1940	5406	22446
1941	5408	22443
1942	5411	22439
1943	5414	22437
1944	5417	22435
1945	5420	22432
1946	5423	22431
1947	5426	22428
1948	5428	22424
1949	5431	22421
1950	5434	22418
1951	5436	22415
1952	5439	22411
1953	5441	22408
1954	5444	22404
1955	5447	22400
1956	5449	22396
1957	5451	22392
1958	5454	22387
1959	5456	22383
1960	5459	22380
1961	5462	22378
1962	5465	22375
1963	5467	22372
1964	5471	22371
1965	5473	22369
1966	5476	22366
1967	5479	22362
1968	5481	22358
1969	5484	22354
1970	5486	22350
1971	5489	22347
1972	5491	22343
1973	5494	22339
1974	5497	22336
1975	5499	22333
1976	5502	22329
1977	5504	22325
1978	5507	22323
1979	5510	22319
1980	5513	22316
1981	5515	22312
1982	5518	22310
1983	5520	22305
1984	5523	22301
1985	5525	22297
1986	5528	22293
1987	5530	22289
1988	5533	22285
1989	5536	22284
1990	5539	22283
1991	5542	22282
1992	5547	22288
1993	5550	22285
1994	5553	22284
1995	5556	22282
1996	5559	22278
1997	5561	22273
1998	5564	22270
1999	5566	22266
2000	5569	22263
2001	5571	22259
2002	5574	22255
2003	5576	22251
2004	5579	22247
2005	5581	22243
2006	5584	22238
2007	5586	22234
2008	5589	22232
2009	5592	22231
2010	5595	22228
2011	5597	22224
2012	5600	22221
2013	5603	22220
2014	5606	22219
2015	5609	22216
2016	5612	22213
2017	5615	22212
2018	5618	22210
2019	5621	22207
2020	5624	22204
2021	5626	22201
2022	5629	22199
2023	5632	22196
2024	5635	22193
2025	5638	22191
2026	5641	22189
2027	5644	22186
2028	5647	22184
2029	5650	22183
2030	5653	22181
2031	5655	22177
2032	5658	22173
2033	5660	22169
2034	5663	22165
2035	5665	22161
2036	5668	22158
2037	5671	22155
2038	5673	22151
2039	5676	22147
2040	5678	22143
2041	5681	22140
2042	5683	22137
2043	5686	22134
2044	5689	22132
2045	5692	22131
2046	5695	22129
2047	5698	22128
2048	5702	22126
2049	5704	22123
2050	5707	22120
2051	5710	22116
2052	5712	22112
2053	5715	22110
2054	5718	22108
2055	5721	22105
2056	5723	22101
2057	5726	22098
2058	5728	22094
2059	5732	22095
2060	5735	22094
2061	5738	22092
2062	5741	22088
2063	5744	22085
2064	5746	22082
2065	5749	22080
2066	5752	22079
2067	5756	22078
2068	5758	22074
2069	5761	22071
2070	5764	22068
2071	5767	22066
2072	5770	22065
2073	5773	22063
2074	5776	22061
2075	5779	22059
2076	5782	22056
2077	5784	22053
2078	5787	22050
2079	5790	22048
2080	5793	22047
2081	5796	22045
2082	5799	22041
2083	5801	22038
2084	5804	22034
2085	5806	22030
2086	5810	22029
2087	5813	22028
2088	5816	22025
2089	5818	22021
2090	5821	22019
2091	5824	22016
2092	5826	22012
2093	5829	22008
2094	5831	22004
2095	5834	22000
2096	5836	21997
2097	5839	21993
2098	5841	21990
2099	5844	21986
2100	5846	21982
2101	5849	21978
2102	5851	21974
2103	5854	21970
2104	5856	21967
2105	5859	21963
2106	5862	21960
2107	5864	21956
2108	5867	21953
2109	5870	21951
2110	5872	21947
2111	5875	21943
2112	5878	21940
2113	5880	21937
2114	5883	21933
2115	5885	21930
2116	5888	21925
2117	5890	21922
2118	5893	21919
2119	5896	21917
2120	5899	21915
2121	5902	21912
2122	5905	21910
2123	5908	21910
2124	5911	21907
2125	5914	21904
2126	5917	21902
2127	5919	21899
2128	5922	21896
2129	5925	21892
2130	5927	21889
2131	5930	21885
2132	5933	21882
2133	5935	21879
2134	5938	21875
2135	5940	21872
2136	5943	21869
2137	5946	21865
2138	5948	21862
2139	5951	21859
2140	5954	21856
2141	5957	21854
2142	5959	21851
2143	5962	21847
2144	5964	21843
2145	5966	21838
2146	5969	21834
2147	5972	21831
2148	5974	21828
2149	5977	21825
2150	5980	21821
2151	5982	21818
2152	5985	21815
2153	5988	21811
2154	5990	21808
2155	5993	21806
2156	5996	21803
2157	5999	21800
2158	6002	21798
2159	6004	21795
2160	6007	21791
2161	6010	21788
2162	6012	21785
2163	6015	21781
2164	6017	21778
2165	6020	21775
2166	6023	21772
2167	6025	21767
2168	6028	21764
2169	6030	21760
2170	6033	21757
2171	6035	21753
2172	6038	21750
2173	6041	21748
2174	6044	21745
2175	6046	21742
2176	6049	21739
2177	6052	21737
2178	6055	21734
2179	6058	21731
2180	6060	21727
2181	6063	21724
2182	6066	21721
2183	6068	21718
2184	6070	21713
2185	6073	21709
2186	6075	21705
2187	6078	21702
2188	6080	21698
2189	6083	21696
2190	6086	21694
2191	6089	21691
2192	6092	21689
2193	6095	21687
2194	6098	21686
2195	6101	21683
2196	6104	21679
2197	6106	21675
2198	6109	21672
2199	6111	21669
2200	6114	21666
2201	6117	21663
2202	6120	21663
2203	6123	21660
2204	6126	21656
2205	6128	21652
2206	6131	21649
2207	6133	21646
2208	6136	21643
2209	6139	21640
2210	6141	21636
2211	6144	21633
2212	6147	21629
2213	6149	21627
2214	6152	21623
2215	6155	21621
2216	6158	21619
2217	6161	21617
2218	6164	21614
2219	6166	21610
2220	6168	21606
2221	6171	21602
2222	6174	21601
2223	6177	21600
2224	6181	21600
2225	6184	21598
2226	6187	21594
2227	6189	21591
2228	6193	21591
2229	6196	21590
2230	6199	21589
2231	6202	21586
2232	6205	21582
2233	6207	21580
2234	6210	21576
2235	6212	21572
2236	6215	21569
2237	6218	21566
2238	6221	21565
2239	6224	21561
2240	6226	21558
2241	6229	21556
2242	6232	21554
2243	6235	21553
2244	6239	21552
2245	6241	21549
2246	6244	21546
2247	6247	21542
2248	6249	21540
2249	6252	21537
2250	6255	21533
2251	6257	21529
2252	6260	21527
2253	6263	21523
2254	6265	21520
2255	6268	21517
2256	6271	21515
2257	6274	21512
2258	6277	21509
2259	6279	21505
2260	6281	21501
2261	6284	21497
2262	6287	21495
2263	6290	21492
2264	6293	21491
2265	6296	21488
2266	6298	21485
2267	6301	21481
2268	6303	21477
2269	6306	21474
2270	6308	21471
2271	6311	21467
2272	6314	21466
2273	6317	21462
2274	6319	21459
2275	6322	21455
2276	6325	21454
2277	6328	21452
2278	6330	21448
2279	6333	21446
2280	6336	21442
2281	6338	21438
2282	6341	21435
2283	6344	21431
2284	6346	21427
2285	6349	21424
2286	6351	21420
2287	6354	21417
2288	6356	21414
2289	6359	21411
2290	6362	21408
2291	6364	21404
2292	6367	21401
2293	6369	21396
2294	6372	21392
2295	6374	21389
2296	6377	21385
2297	6379	21382
2298	6382	21378
2299	6384	21375
2300	6387	21371
2301	6390	21369
2302	6393	21367
2303	6396	21366
2304	6399	21363
2305	6401	21360
2306	6404	21357
2307	6407	21354
2308	6410	21351
2309	6412	21346
2310	6415	21343
2311	6417	21339
2312	6419	21335
2313	6422	21333
2314	6425	21330
2315	6428	21326
2316	6430	21323
2317	6433	21319
2318	6435	21316
2319	6438	21314
2320	6441	21311
2321	6444	21308
2322	6446	21305
2323	6449	21302
2324	6452	21298
2325	6454	21295
2326	6457	21291
2327	6459	21289
2328	6462	21286
2329	6465	21284
2330	6468	21281
2331	6471	21280
2332	6475	21279
2333	6478	21279
2334	6482	21279
2335	6485	21276
2336	6487	21273
2337	6490	21270
2338	6493	21268
2339	6496	21264
2340	6499	21263
2341	6502	21261
2342	6505	21259
2343	6507	21255
2344	6510	21253
2345	6513	21249
2346	6515	21245
2347	6518	21242
2348	6521	21240
2349	6524	21237
2350	6527	21237
2351	6530	21236
2352	6534	21234
2353	6536	21231
2354	6539	21229
2355	6542	21225
2356	6544	21222
2357	6547	21218
2358	6549	21214
2359	6552	21211
2360	6554	21208
2361	6558	21207
2362	6561	21204
2363	6563	21201
2364	6566	21199
2365	6570	21200
2366	6573	21198
2367	6576	21194
2368	6578	21190
2369	6581	21188
2370	6584	21186
2371	6587	21184
2372	6590	21181
2373	6593	21180
2374	6596	21179
2375	6600	21178
2376	6603	21176
2377	6606	21176
2378	6610	21176
2379	6613	21173
2380	6616	21171
2381	6618	21167
2382	6621	21163
2383	6623	21159
2384	6625	21155
2385	6628	21152
2386	6630	21148
2387	6633	21144
2388	6635	21140
2389	6639	21139
2390	6642	21140
2391	6645	21137
2392	6648	21134
2393	6650	21130
2394	6652	21125
2395	6655	21121
2396	6657	21118
2397	6660	21114
2398	6662	21110
2399	6665	21107
2400	6667	21103
2401	6670	21101
2402	6673	21099
2403	6676	21096
2404	6679	21093
2405	6682	21091
2406	6685	21088
2407	6687	21085
2408	6690	21081
2409	6692	21078
2410	6695	21075
2411	6698	21072
2412	6701	21070
2413	6704	21067
2414	6706	21063
2415	6709	21060
2416	6711	21056
2417	6714	21053
2418	6717	21051
2419	6720	21049
2420	6722	21046
2421	6725	21042
2422	6728	21039
2423	6730	21036
2424	6733	21033
2425	6736	21030
2426	6739	21029
2427	6742	21027
2428	6745	21026
2429	6748	21024
2430	6752	21022
2431	6755	21020
2432	6758	21019
2433	6761	21017
2434	6763	21014
2435	6766	21011
2436	6769	21008
2437	6772	21007
2438	6775	21005
2439	6779	21004
2440	6782	21002
2441	6785	21001
2442	6788	20998
2443	6791	20996
2444	6793	20993
2445	6796	20990
2446	6799	20987
2447	6802	20986
2448	6805	20983
2449	6808	20980
2450	6810	20977
2451	6813	20974
2452	6816	20971
2453	6819	20968
2454	6821	20965
2455	6824	20961
2456	6826	20958
2457	6829	20954
2458	6832	20952
2459	6834	20949
2460	6837	20945
2461	6839	20941
2462	6842	20938
2463	6845	20935
2464	6847	20931
2465	6850	20927
2466	6852	20925
2467	6855	20921
2468	6858	20919
2469	6860	20916
2470	6863	20912
2471	6866	20910
2472	6869	20908
2473	6871	20904
2474	6874	20901
2475	6877	20898
2476	6879	20895
2477	6882	20892
2478	6885	20890
2479	6889	20889
2480	6891	20886
2481	6894	20884
2482	6897	20881
2483	6900	20877
2484	6902	20875
2485	6905	20872
2486	6908	20868
2487	6910	20865
2488	6913	20863
2489	6916	20860
2490	6919	20857
2491	6921	20853
2492	6924	20849
2493	6927	20848
2494	6930	20845
2495	6932	20843
2496	6935	20840
2497	6938	20838
2498	6941	20835
2499	6944	20832
2500	6946	20828
2501	6949	20825
2502	6952	20823
2503	6955	20821
2504	6958	20819
2505	6961	20818
2506	6964	20815
2507	6967	20812
2508	6970	20810
2509	6972	20807
2510	6975	20804
2511	6979	20805
2512	6982	20802
2513	6985	20801
2514	6988	20799
2515	6991	20797
2516	6994	20795
2517	6997	20792
2518	7000	20789
2519	7002	20786
2520	7005	20783
2521	7008	20779
2522	7011	20777
2523	7013	20774
2524	7016	20772
2525	7020	20772
2526	7023	20768
2527	7026	20767
2528	7029	20765
2529	7032	20763
2530	7035	20761
2531	7038	20758
2532	7040	20755
2533	7043	20751
2534	7046	20749
2535	7049	20746
2536	7051	20743
2537	7054	20740
2538	7056	20736
2539	7059	20734
2540	7062	20731
2541	7065	20728
2542	7067	20724
2543	7070	20721
2544	7073	20719
2545	7075	20716
2546	7078	20713
2547	7081	20709
2548	7083	20706
2549	7086	20703
2550	7088	20699
2551	7092	20698
2552	7094	20694
2553	7096	20690
2554	7099	20688
2555	7103	20687
2556	7106	20687
2557	7109	20684
2558	7112	20681
2559	7114	20677
2560	7117	20675
2561	7120	20673
2562	7123	20671
2563	7127	20669
2564	7129	20666
2565	7132	20664
2566	7135	20661
2567	7137	20657
2568	7140	20654
2569	7142	20650
2570	7145	20646
2571	7148	20643
2572	7152	20644
2573	7155	20644
2574	7159	20643
2575	7162	20642
2576	7165	20641
2577	7168	20637
2578	7170	20634
2579	7173	20630
2580	7175	20626
2581	7178	20622
2582	7180	20619
2583	7183	20616
2584	7186	20614
2585	7189	20611
2586	7192	20609
2587	7195	20607
2588	7199	20607
2589	7201	20603
2590	7204	20600
2591	7207	20598
2592	7210	20596
2593	7213	20594
2594	7216	20592
2595	7219	20589
2596	7221	20586
2597	7224	20583
2598	7227	20580
2599	7229	20577
2600	7232	20574
2601	7235	20572
2602	7239	20571
2603	7242	20569
2604	7244	20566
2605	7247	20563
2606	7250	20560
2607	7252	20556
2608	7254	20552
2609	7257	20548
2610	7259	20544
2611	7262	20541
2612	7264	20537
2613	7267	20534
2614	7269	20530
2615	7272	20527
2616	7275	20525
2617	7278	20522
2618	7281	20519
2619	7284	20517
2620	7287	20515
2621	7289	20512
2622	7292	20509
2623	7295	20507
2624	7297	20503
2625	7300	20499
2626	7302	20495
2627	7305	20492
2628	7307	20488
2629	7310	20485
2630	7312	20482
2631	7315	20478
2632	7318	20476
2633	7321	20474
2634	7323	20470
2635	7326	20468
2636	7329	20466
2637	7332	20464
2638	7335	20461
2639	7338	20459
2640	7341	20456
2641	7343	20452
2642	7346	20449
2643	7348	20445
2644	7351	20442
2645	7354	20439
2646	7356	20436
2647	7359	20434
2648	7362	20431
2649	7365	20429
2650	7368	20425
2651	7370	20422
2652	7373	20418
2653	7375	20414
2654	7378	20411
2655	7380	20407
2656	7382	20403
2657	7385	20400
2658	7388	20397
2659	7391	20395
2660	7394	20393
2661	7396	20390
2662	7399	20387
2663	7402	20385
2664	7405	20381
2665	7407	20378
2666	7410	20375
2667	7413	20372
2668	7415	20369
2669	7418	20366
2670	7421	20364
2671	7424	20361
2672	7427	20359
2673	7430	20357
2674	7433	20356
2675	7437	20356
2676	7441	20355
2677	7443	20351
2678	7446	20348
2679	7448	20345
2680	7451	20341
2681	7454	20339
2682	7457	20338
2683	7460	20336
2684	7463	20333
2685	7466	20330
2686	7468	20326
2687	7471	20323
2688	7473	20319
2689	7476	20316
2690	7478	20313
2691	7481	20310
2692	7484	20306
2693	7487	20304
2694	7490	20302
2695	7492	20299
2696	7495	20296
2697	7498	20294
2698	7501	20291
2699	7504	20289
2700	7507	20287
2701	7510	20285
2702	7513	20282
2703	7515	20278
2704	7517	20274
2705	7520	20272
2706	7523	20270
2707	7526	20267
2708	7529	20263
2709	7531	20260
2710	7534	20257
2711	7536	20254
2712	7539	20251
2713	7542	20248
2714	7545	20245
2715	7548	20243
2716	7551	20241
2717	7554	20240
2718	7557	20238
2719	7560	20235
2720	7562	20231
2721	7565	20228
2722	7568	20225
2723	7570	20222
2724	7573	20219
2725	7576	20216
2726	7579	20215
2727	7582	20212
2728	7585	20209
2729	7588	20207
2730	7590	20204
2731	7593	20201
2732	7596	20198
2733	7598	20194
2734	7600	20190
2735	7603	20187
2736	7606	20183
2737	7608	20180
2738	7610	20176
2739	7613	20172
2740	7615	20169
2741	7618	20165
2742	7621	20163
2743	7624	20161
2744	7627	20159
2745	7630	20157
2746	7633	20154
2747	7635	20150
2748	7638	20147
2749	7640	20143
2750	7643	20139
2751	7645	20136
2752	7648	20134
2753	7651	20132
2754	7655	20130
2755	7657	20127
2756	7660	20124
2757	7663	20121
2758	7665	20118
2759	7668	20116
2760	7671	20114
2761	7675	20114
2762	7678	20112
2763	7681	20110
2764	7684	20107
2765	7687	20104
2766	7690	20102
2767	7692	20098
2768	7695	20095
2769	7697	20091
2770	7700	20088
2771	7702	20085
2772	7705	20082
2773	7708	20080
2774	7711	20077
2775	7715	20076
2776	7718	20074
2777	7720	20072
2778	7723	20069
2779	7726	20067
2780	7729	20064
2781	7731	20060
2782	7734	20057
2783	7737	20054
2784	7740	20052
2785	7743	20050
2786	7745	20046
2787	7748	20044
2788	7751	20042
2789	7754	20039
2790	7757	20036
2791	7760	20034
2792	7763	20031
2793	7766	20030
2794	7769	20027
2795	7772	20025
2796	7774	20021
2797	7777	20018
2798	7780	20017
2799	7784	20016
2800	7787	20015
2801	7790	20012
2802	7793	20009
2803	7795	20006
2804	7798	20002
2805	7800	19999
2806	7803	19995
2807	7805	19992
2808	7808	19990
2809	7811	19986
2810	7813	19983
2811	7816	19979
2812	7818	19975
2813	7820	19971
2814	7823	19969
2815	7826	19965
2816	7828	19962
2817	7831	19959
2818	7833	19955
2819	7836	19952
2820	7839	19949
2821	7841	19945
2822	7844	19942
2823	7847	19941
2824	7851	19940
2825	7855	19940
2826	7859	19943
2827	7863	19942
2828	7867	19942
2829	7870	19940
2830	7873	19937
2831	7875	19934
2832	7878	19930
2833	7880	19927
2834	7883	19923
2835	7885	19920
2836	7888	19916
2837	7890	19912
2838	7893	19909
2839	7896	19907
2840	7899	19904
2841	7902	19903
2842	7905	19901
2843	7908	19899
2844	7911	19897
2845	7914	19894
2846	7917	19892
2847	7920	19889
2848	7923	19888
2849	7926	19885
2850	7928	19882
2851	7931	19878
2852	7933	19875
2853	7936	19871
2854	7939	19868
2855	7941	19864
2856	7944	19861
2857	7946	19858
2858	7949	19855
2859	7951	19851
2860	7954	19848
2861	7957	19845
2862	7959	19842
2863	7962	19839
2864	7965	19836
2865	7967	19833
2866	7970	19830
2867	7973	19828
2868	7976	19826
2869	7979	19823
2870	7982	19820
2871	7985	19818
2872	7988	19816
2873	7991	19815
2874	7994	19812
2875	7997	19809
2876	7999	19805
2877	8002	19803
2878	8005	19802
2879	8009	19800
2880	8011	19797
2881	8014	19793
2882	8017	19792
2883	8022	19793
2884	8026	19794
2885	8030	19794
2886	8033	19793
2887	8036	19790
2888	8039	19787
2889	8042	19784
2890	8044	19782
2891	8047	19778
2892	8049	19775
2893	8052	19772
2894	8055	19769
2895	8058	19766
2896	8060	19763
2897	8063	19760
2898	8066	19757
2899	8068	19754
2900	8071	19751
2901	8073	19747
2902	8076	19744
2903	8079	19741
2904	8082	19739
2905	8085	19737
2906	8088	19735
2907	8091	19732
2908	8093	19729
2909	8096	19726
2910	8098	19722
2911	8101	19718
2912	8103	19715
2913	8107	19713
2914	8109	19710
2915	8112	19708
2916	8115	19705
2917	8117	19701
2918	8120	19699
2919	8123	19696
2920	8125	19693
2921	8128	19689
2922	8131	19688
2923	8135	19686
2924	8137	19683
2925	8141	19682
2926	8144	19680
2927	8147	19678
2928	8150	19676
2929	8153	19673
2930	8156	19670
2931	8158	19667
2932	8161	19664
2933	8164	19661
2934	8166	19658
2935	8169	19655
2936	8172	19652
2937	8175	19650
2938	8177	19647
2939	8180	19645
2940	8183	19642
2941	8186	19640
2942	8189	19637
2943	8191	19634
2944	8194	19630
2945	8197	19628
2946	8200	19624
2947	8202	19621
2948	8205	19619
2949	8208	19617
2950	8211	19614
2951	8214	19612
2952	8218	19612
2953	8222	19612
2954	8225	19611
2955	8229	19609
2956	8231	19606
2957	8234	19604
2958	8237	19601
2959	8240	19599
2960	8243	19595
2961	8245	19592
2962	8248	19589
2963	8251	19587
2964	8254	19585
2965	8257	19582
2966	8260	19580
2967	8263	19577
2968	8265	19573
2969	8268	19570
2970	8270	19567
2971	8273	19564
2972	8275	19561
2973	8278	19558
2974	8281	19555
2975	8284	19552
2976	8287	19550
2977	8290	19547
2978	8292	19544
2979	8295	19541
2980	8298	19540
2981	8302	19538
2982	8305	19536
2983	8308	19535
2984	8311	19533
2985	8315	19531
2986	8318	19530
2987	8321	19528
2988	8325	19527
2989	8328	19525
2990	8331	19523
2991	8334	19521
2992	8337	19519
2993	8341	19518
2994	8344	19516
2995	8347	19513
2996	8349	19509
2997	8351	19505
2998	8354	19502
2999	8356	19499
3000	8359	19496
3001	8362	19492
3002	8364	19489
3003	8366	19485
3004	8369	19481
3005	8372	19479
3006	8375	19476
3007	8377	19474
3008	8380	19472
3009	8383	19469
3010	8386	19465
3011	8388	19461
3012	8391	19458
3013	8393	19455
3014	8396	19452
3015	8399	19449
3016	8401	19446
3017	8404	19443
3018	8407	19440
3019	8409	19437
3020	8412	19434
3021	8415	19430
3022	8417	19427
3023	8420	19424
3024	8422	19421
3025	8425	19418
3026	8428	19416
3027	8431	19413
3028	8434	19410
3029	8436	19407
3030	8439	19404
3031	8441	19400
3032	8444	19397
3033	8447	19395
3034	8450	19394
3035	8453	19391
3036	8456	19389
3037	8459	19387
3038	8462	19384
3039	8465	19382
3040	8468	19379
3041	8471	19376
3042	8473	19372
3043	8476	19368
3044	8478	19365
3045	8481	19362
3046	8483	19359
3047	8486	19356
3048	8489	19354
3049	8492	19351
3050	8495	19349
3051	8498	19346
3052	8501	19344
3053	8503	19340
3054	8506	19337
3055	8508	19334
3056	8511	19331
3057	8514	19327
3058	8516	19324
3059	8519	19320
3060	8521	19317
3061	8523	19313
3062	8526	19310
3063	8529	19307
3064	8532	19306
3065	8535	19303
3066	8538	19301
3067	8541	19298
3068	8544	19295
3069	8546	19293
3070	8549	19290
3071	8552	19287
3072	8554	19284
3073	8557	19280
3074	8559	19277
3075	8562	19273
3076	8565	19271
3077	8567	19268
3078	8571	19265
3079	8573	19263
3080	8576	19260
3081	8578	19256
3082	8581	19253
3083	8584	19250
3084	8586	19246
3085	8589	19244
3086	8591	19240
3087	8594	19237
3088	8597	19235
3089	8599	19231
3090	8602	19228
3091	8604	19224
3092	8607	19221
3093	8610	19218
3094	8613	19217
3095	8616	19215
3096	8620	19213
3097	8622	19210
3098	8625	19208
3099	8628	19205
3100	8631	19202
3101	8633	19199
3102	8636	19195
3103	8638	19192
3104	8641	19189
3105	8643	19185
3106	8646	19183
3107	8649	19180
3108	8652	19176
3109	8654	19173
3110	8657	19170
3111	8659	19167
3112	8662	19164
3113	8664	19160
3114	8667	19156
3115	8670	19154
3116	8673	19152
3117	8676	19150
3118	8679	19147
3119	8682	19145
3120	8684	19142
3121	8687	19139
3122	8690	19136
3123	8694	19137
3124	8698	19136
3125	8701	19134
3126	8705	19133
3127	8708	19131
3128	8711	19129
3129	8714	19126
3130	8717	19125
3131	8721	19123
3132	8723	19121
3133	8726	19117
3134	8728	19114
3135	8731	19111
3136	8734	19108
3137	8736	19105
3138	8739	19102
3139	8743	19102
3140	8746	19099
3141	8749	19097
3142	8752	19095
3143	8755	19093
3144	8758	19091
3145	8761	19087
3146	8763	19084
3147	8766	19080
3148	8769	19078
3149	8772	19076
3150	8774	19073
3151	8777	19069
3152	8779	19066
3153	8782	19062
3154	8784	19059
3155	8787	19056
3156	8791	19055
3157	8794	19052
3158	8796	19049
3159	8799	19046
3160	8801	19043
3161	8804	19040
3162	8808	19040
3163	8811	19037
3164	8814	19036
3165	8818	19034
3166	8822	19035
3167	8827	19036
3168	8830	19035
3169	8835	19036
3170	8838	19033
3171	8840	19030
3172	8843	19028
3173	8846	19025
3174	8848	19021
3175	8851	19018
3176	8853	19014
3177	8856	19011
3178	8859	19009
3179	8862	19005
3180	8864	19002
3181	8867	18999
3182	8869	18996
3183	8872	18992
3184	8874	18989
3185	8877	18985
3186	8880	18983
3187	8882	18980
3188	8886	18979
3189	8889	18976
3190	8891	18973
3191	8894	18971
3192	8898	18969
3193	8901	18967
3194	8903	18964
3195	8906	18961
3196	8909	18959
3197	8912	18957
3198	8915	18953
3199	8917	18950
3200	8920	18947
3201	8923	18945
3202	8926	18942
3203	8929	18940
3204	8931	18936
3205	8934	18933
3206	8937	18930
3207	8940	18928
3208	8942	18925
3209	8945	18922
3210	8948	18920
3211	8952	18919
3212	8955	18917
3213	8958	18914
3214	8961	18911
3215	8965	18911
3216	8969	18912
3217	8972	18910
3218	8976	18909
3219	8979	18907
3220	8982	18904
3221	8984	18900
3222	8987	18897
3223	8989	18894
3224	8992	18890
3225	8994	18887
3226	8998	18886
3227	9001	18885
3228	9004	18882
3229	9007	18880
3230	9011	18878
3231	9014	18876
3232	9016	18873
3233	9019	18869
3234	9021	18866
3235	9024	18863
3236	9027	18860
3237	9030	18857
3238	9033	18855
3239	9036	18854
3240	9040	18852
3241	9042	18850
3242	9045	18847
3243	9048	18843
3244	9050	18839
3245	9052	18836
3246	9055	18833
3247	9057	18829
3248	9060	18827
3249	9063	18825
3250	9066	18822
3251	9069	18819
