iter	Passed	Remaining
3252	9072	18816
3253	9074	18812
3254	9077	18809
3255	9079	18806
3256	9082	18804
3257	9085	18802
3258	9089	18800
3259	9092	18798
3260	9095	18796
3261	9098	18793
3262	9100	18790
3263	9103	18787
3264	9106	18784
3265	9108	18780
3266	9111	18777
3267	9113	18774
3268	9116	18771
3269	9119	18769
3270	9122	18765
3271	9124	18762
3272	9127	18758
3273	9129	18755
3274	9132	18753
3275	9135	18750
3276	9138	18748
3277	9141	18745
3278	9143	18742
3279	9146	18738
3280	9148	18735
3281	9151	18731
3282	9154	18729
3283	9156	18726
3284	9159	18723
3285	9161	18719
3286	9165	18717
3287	9168	18715
3288	9171	18713
3289	9174	18711
3290	9177	18709
3291	9180	18707
3292	9184	18706
3293	9188	18705
3294	9190	18702
3295	9193	18699
3296	9195	18695
3297	9198	18691
3298	9200	18688
3299	9203	18684
3300	9205	18682
3301	9208	18679
3302	9211	18676
3303	9214	18674
3304	9217	18671
3305	9220	18668
3306	9222	18665
3307	9225	18662
3308	9227	18659
3309	9230	18656
3310	9233	18653
3311	9235	18650
3312	9238	18647
3313	9241	18644
3314	9244	18642
3315	9247	18640
3316	9250	18638
3317	9253	18635
3318	9257	18634
3319	9259	18631
3320	9262	18628
3321	9265	18625
3322	9268	18623
3323	9271	18621
3324	9275	18619
3325	9277	18617
3326	9280	18614
3327	9283	18611
3328	9286	18609
3329	9289	18606
3330	9292	18603
3331	9294	18600
3332	9297	18596
3333	9299	18593
3334	9301	18590
3335	9304	18586
3336	9307	18584
3337	9310	18581
3338	9313	18579
3339	9316	18576
3340	9318	18573
3341	9321	18570
3342	9324	18567
3343	9327	18565
3344	9330	18563
3345	9333	18561
3346	9336	18559
3347	9340	18557
3348	9343	18555
3349	9345	18552
3350	9348	18550
3351	9351	18547
3352	9354	18544
3353	9357	18542
3354	9360	18540
3355	9363	18537
3356	9366	18534
3357	9369	18531
3358	9371	18527
3359	9373	18523
3360	9376	18520
3361	9378	18517
3362	9381	18514
3363	9384	18511
3364	9386	18508
3365	9389	18505
3366	9392	18502
3367	9394	18498
3368	9397	18496
3369	9399	18492
3370	9402	18490
3371	9405	18487
3372	9408	18484
3373	9410	18481
3374	9413	18477
3375	9415	18474
3376	9418	18471
3377	9421	18468
3378	9423	18465
3379	9426	18463
3380	9429	18460
3381	9431	18456
3382	9434	18453
3383	9437	18451
3384	9440	18449
3385	9443	18447
3386	9446	18444
3387	9449	18441
3388	9451	18437
3389	9454	18435
3390	9457	18432
3391	9460	18430
3392	9463	18427
3393	9465	18423
3394	9468	18420
3395	9470	18416
3396	9473	18413
3397	9475	18409
3398	9478	18406
3399	9480	18404
3400	9483	18401
3401	9487	18400
3402	9490	18397
3403	9493	18395
3404	9496	18393
3405	9499	18391
3406	9502	18389
3407	9505	18386
3408	9508	18383
3409	9510	18379
3410	9513	18377
3411	9516	18374
3412	9518	18371
3413	9521	18368
3414	9524	18365
3415	9526	18362
3416	9529	18359
3417	9531	18355
3418	9534	18351
3419	9537	18348
3420	9539	18346
3421	9542	18343
3422	9545	18340
3423	9547	18336
3424	9549	18333
3425	9552	18329
3426	9554	18326
3427	9557	18323
3428	9560	18320
3429	9562	18316
3430	9565	18313
3431	9567	18310
3432	9571	18308
3433	9574	18307
3434	9578	18307
3435	9582	18306
3436	9586	18305
3437	9589	18303
3438	9592	18300
3439	9595	18298
3440	9599	18297
3441	9602	18294
3442	9604	18291
3443	9607	18288
3444	9609	18284
3445	9612	18281
3446	9614	18278
3447	9617	18275
3448	9620	18273
3449	9623	18271
3450	9627	18269
3451	9630	18268
3452	9633	18265
3453	9635	18261
3454	9638	18258
3455	9640	18255
3456	9643	18252
3457	9646	18249
3458	9648	18246
3459	9651	18243
3460	9654	18240
3461	9657	18238
3462	9660	18235
3463	9663	18233
3464	9666	18230
3465	9668	18227
3466	9671	18224
3467	9674	18221
3468	9677	18219
3469	9680	18217
3470	9683	18214
3471	9686	18212
3472	9689	18210
3473	9692	18208
3474	9695	18205
3475	9698	18203
3476	9701	18200
3477	9704	18197
3478	9708	18197
3479	9712	18197
3480	9718	18200
3481	9722	18199
3482	9725	18196
3483	9727	18193
3484	9730	18190
3485	9732	18186
3486	9735	18183
3487	9738	18180
3488	9741	18178
3489	9744	18176
3490	9747	18173
3491	9750	18170
3492	9753	18168
3493	9755	18166
3494	9758	18163
3495	9761	18160
3496	9764	18157
3497	9766	18154
3498	9769	18151
3499	9772	18148
3500	9774	18144
3501	9776	18141
3502	9779	18138
3503	9782	18134
3504	9784	18131
3505	9787	18129
3506	9790	18126
3507	9793	18123
3508	9796	18121
3509	9799	18119
3510	9803	18118
3511	9806	18115
3512	9808	18112
3513	9811	18109
3514	9814	18107
3515	9817	18105
3516	9820	18102
3517	9823	18099
3518	9825	18096
3519	9828	18093
3520	9831	18090
3521	9834	18088
3522	9837	18085
3523	9840	18083
3524	9842	18079
3525	9845	18076
3526	9847	18072
3527	9849	18068
3528	9852	18065
3529	9854	18062
3530	9857	18058
3531	9859	18055
3532	9862	18052
3533	9864	18049
3534	9867	18045
3535	9870	18043
3536	9874	18044
3537	9878	18042
3538	9881	18040
3539	9885	18040
3540	9889	18039
3541	9893	18038
3542	9896	18036
3543	9899	18033
3544	9901	18029
3545	9904	18026
3546	9907	18023
3547	9909	18020
3548	9912	18018
3549	9915	18016
3550	9918	18013
3551	9921	18009
3552	9923	18006
3553	9926	18003
3554	9928	18000
3555	9931	17997
3556	9934	17995
3557	9938	17993
3558	9941	17991
3559	9943	17988
3560	9946	17985
3561	9949	17982
3562	9952	17980
3563	9955	17978
3564	9958	17975
3565	9961	17972
3566	9963	17969
3567	9967	17967
3568	9969	17964
3569	9972	17962
3570	9975	17959
3571	9978	17956
3572	9980	17953
3573	9983	17949
3574	9986	17946
3575	9988	17943
3576	9991	17940
3577	9994	17938
3578	9996	17935
3579	9999	17932
3580	10002	17929
3581	10004	17925
3582	10007	17922
3583	10009	17919
3584	10012	17915
3585	10014	17912
3586	10017	17910
3587	10020	17908
3588	10024	17906
3589	10026	17903
3590	10029	17900
3591	10032	17896
3592	10034	17893
3593	10037	17890
3594	10039	17887
3595	10042	17884
3596	10045	17881
3597	10048	17878
3598	10050	17875
3599	10053	17872
3600	10056	17869
3601	10058	17867
3602	10061	17864
3603	10065	17862
3604	10068	17860
3605	10072	17860
3606	10075	17857
3607	10079	17857
3608	10083	17855
3609	10086	17853
3610	10089	17850
3611	10091	17847
3612	10094	17845
3613	10098	17844
3614	10101	17842
3615	10104	17840
3616	10108	17837
3617	10110	17835
3618	10113	17832
3619	10116	17829
3620	10119	17827
3621	10122	17825
3622	10125	17822
3623	10128	17820
3624	10131	17817
3625	10134	17814
3626	10136	17811
3627	10139	17809
3628	10143	17807
3629	10146	17805
3630	10150	17803
3631	10152	17800
3632	10155	17798
3633	10158	17794
3634	10160	17791
3635	10162	17787
3636	10165	17784
3637	10168	17782
3638	10171	17779
3639	10174	17776
3640	10177	17774
3641	10180	17771
3642	10182	17768
3643	10185	17765
3644	10187	17761
3645	10190	17758
3646	10192	17755
3647	10194	17751
3648	10197	17748
3649	10199	17745
3650	10202	17742
3651	10205	17739
3652	10208	17736
3653	10211	17734
3654	10214	17731
3655	10217	17729
3656	10220	17727
3657	10223	17724
3658	10226	17721
3659	10228	17718
3660	10231	17715
3661	10234	17712
3662	10236	17709
3663	10239	17706
3664	10241	17702
3665	10244	17700
3666	10247	17697
3667	10250	17696
3668	10253	17693
3669	10256	17689
3670	10258	17686
3671	10260	17682
3672	10263	17679
3673	10265	17675
3674	10267	17671
3675	10270	17668
3676	10272	17664
3677	10275	17661
3678	10277	17658
3679	10280	17655
3680	10283	17652
3681	10286	17650
3682	10288	17647
3683	10291	17644
3684	10293	17640
3685	10296	17637
3686	10298	17634
3687	10301	17631
3688	10304	17627
3689	10306	17624
3690	10309	17621
3691	10312	17618
3692	10314	17616
3693	10317	17612
3694	10319	17609
3695	10322	17606
3696	10324	17602
3697	10326	17598
3698	10329	17595
3699	10331	17591
3700	10334	17588
3701	10336	17585
3702	10339	17583
3703	10342	17580
3704	10345	17577
3705	10348	17575
3706	10351	17572
3707	10354	17570
3708	10357	17567
3709	10360	17564
3710	10363	17562
3711	10366	17560
3712	10369	17557
3713	10371	17554
3714	10374	17552
3715	10377	17549
3716	10380	17546
3717	10383	17543
3718	10385	17540
3719	10388	17537
3720	10392	17536
3721	10395	17534
3722	10398	17532
3723	10401	17530
3724	10404	17527
3725	10407	17524
3726	10409	17521
3727	10412	17518
3728	10415	17516
3729	10418	17512
3730	10420	17509
3731	10423	17506
3732	10426	17503
3733	10428	17500
3734	10431	17497
3735	10433	17494
3736	10436	17490
3737	10439	17487
3738	10441	17484
3739	10444	17481
3740	10446	17478
3741	10449	17474
3742	10451	17472
3743	10454	17468
3744	10456	17465
3745	10459	17462
3746	10461	17458
3747	10464	17455
3748	10466	17451
3749	10469	17448
3750	10471	17445
3751	10474	17442
3752	10477	17439
3753	10480	17437
3754	10483	17435
3755	10486	17432
3756	10489	17430
3757	10491	17427
3758	10494	17423
3759	10497	17420
3760	10499	17417
3761	10503	17416
3762	10506	17413
3763	10509	17411
3764	10512	17408
3765	10514	17405
3766	10517	17402
3767	10519	17399
3768	10522	17395
3769	10525	17393
3770	10527	17390
3771	10530	17387
3772	10533	17384
3773	10535	17380
3774	10538	17377
3775	10540	17374
3776	10543	17371
3777	10546	17368
3778	10549	17365
3779	10551	17363
3780	10554	17359
3781	10556	17356
3782	10559	17353
3783	10562	17350
3784	10564	17347
3785	10567	17344
3786	10569	17340
3787	10572	17337
3788	10575	17334
3789	10578	17332
3790	10581	17330
3791	10584	17327
3792	10587	17324
3793	10589	17321
3794	10592	17318
3795	10594	17314
3796	10596	17311
3797	10599	17308
3798	10602	17305
3799	10604	17302
3800	10607	17299
3801	10610	17296
3802	10613	17294
3803	10615	17291
3804	10618	17287
3805	10620	17284
3806	10623	17280
3807	10625	17277
3808	10628	17275
3809	10631	17272
3810	10634	17269
3811	10637	17267
3812	10640	17264
3813	10643	17262
3814	10645	17259
3815	10648	17256
3816	10651	17253
3817	10653	17250
3818	10656	17247
3819	10659	17244
3820	10661	17241
3821	10664	17238
3822	10667	17235
3823	10670	17232
3824	10673	17230
3825	10675	17227
3826	10678	17224
3827	10681	17221
3828	10683	17218
3829	10686	17215
3830	10689	17212
3831	10691	17209
3832	10694	17207
3833	10698	17205
3834	10701	17203
3835	10704	17200
3836	10707	17198
3837	10710	17195
3838	10712	17192
3839	10716	17190
3840	10719	17188
3841	10723	17187
3842	10726	17184
3843	10728	17181
3844	10731	17178
3845	10733	17174
3846	10736	17171
3847	10738	17168
3848	10741	17165
3849	10743	17162
3850	10746	17159
3851	10749	17157
3852	10752	17154
3853	10755	17151
3854	10758	17148
3855	10760	17145
3856	10763	17142
3857	10765	17139
3858	10768	17136
3859	10770	17132
3860	10773	17130
3861	10776	17128
3862	10779	17125
3863	10782	17122
3864	10785	17120
3865	10788	17117
3866	10791	17115
3867	10795	17113
3868	10798	17111
3869	10801	17108
3870	10803	17105
3871	10806	17102
3872	10808	17098
3873	10811	17095
3874	10813	17092
3875	10816	17089
3876	10818	17086
3877	10821	17083
3878	10824	17080
3879	10826	17077
3880	10829	17074
3881	10832	17071
3882	10834	17067
3883	10837	17064
3884	10840	17062
3885	10843	17059
3886	10846	17057
3887	10849	17055
3888	10852	17053
3889	10855	17050
3890	10857	17046
3891	10860	17043
3892	10862	17040
3893	10865	17037
3894	10868	17035
3895	10871	17032
3896	10873	17029
3897	10876	17026
3898	10879	17023
3899	10881	17020
3900	10884	17017
3901	10887	17014
3902	10889	17011
3903	10892	17008
3904	10895	17006
3905	10898	17003
3906	10901	17001
3907	10904	16998
3908	10906	16994
3909	10909	16991
3910	10912	16989
3911	10914	16985
3912	10917	16982
3913	10919	16979
3914	10922	16976
3915	10924	16972
3916	10927	16969
3917	10929	16966
3918	10933	16964
3919	10937	16964
3920	10942	16965
3921	10947	16965
3922	10950	16962
3923	10952	16959
3924	10955	16957
3925	10959	16954
3926	10962	16952
3927	10965	16950
3928	10967	16947
3929	10970	16943
3930	10972	16940
3931	10975	16938
3932	10978	16935
3933	10980	16931
3934	10983	16928
3935	10985	16925
3936	10988	16922
3937	10991	16919
3938	10994	16917
3939	10997	16914
3940	11000	16912
3941	11002	16908
3942	11006	16906
3943	11008	16904
3944	11011	16901
3945	11014	16899
3946	11017	16896
3947	11020	16894
3948	11024	16892
3949	11028	16891
3950	11031	16888
3951	11033	16885
3952	11035	16881
3953	11038	16879
3954	11041	16875
3955	11043	16872
3956	11046	16869
3957	11048	16866
3958	11051	16863
3959	11054	16861
3960	11057	16859
3961	11061	16856
3962	11064	16855
3963	11067	16851
3964	11069	16848
3965	11072	16845
3966	11075	16842
3967	11077	16839
3968	11080	16836
3969	11083	16834
3970	11086	16832
3971	11090	16831
3972	11093	16828
3973	11096	16825
3974	11099	16823
3975	11102	16820
3976	11104	16817
3977	11107	16814
3978	11110	16811
3979	11112	16808
3980	11115	16805
3981	11118	16803
3982	11121	16800
3983	11123	16797
3984	11126	16794
3985	11129	16791
3986	11131	16788
3987	11134	16785
3988	11137	16782
3989	11139	16779
3990	11142	16776
3991	11144	16772
3992	11147	16770
3993	11151	16768
3994	11154	16766
3995	11157	16763
3996	11159	16760
3997	11162	16757
3998	11165	16754
3999	11167	16751
4000	11170	16748
4001	11173	16745
4002	11175	16742
4003	11178	16739
4004	11180	16736
4005	11183	16733
4006	11186	16731
4007	11189	16728
4008	11192	16725
4009	11194	16722
4010	11197	16719
4011	11199	16716
4012	11202	16713
4013	11205	16711
4014	11208	16707
4015	11210	16704
4016	11213	16701
4017	11216	16698
4018	11219	16696
4019	11222	16693
4020	11225	16691
4021	11228	16689
4022	11231	16687
4023	11234	16684
4024	11237	16681
4025	11239	16678
4026	11242	16675
4027	11245	16672
4028	11247	16669
4029	11250	16666
4030	11253	16663
4031	11255	16660
4032	11258	16657
4033	11261	16654
4034	11263	16651
4035	11267	16649
4036	11270	16646
4037	11273	16644
4038	11276	16642
4039	11279	16639
4040	11281	16636
4041	11284	16633
4042	11286	16630
4043	11289	16626
4044	11291	16623
4045	11293	16619
4046	11296	16616
4047	11299	16613
4048	11301	16610
4049	11304	16607
4050	11306	16604
4051	11309	16601
4052	11312	16599
4053	11315	16596
4054	11317	16592
4055	11320	16589
4056	11323	16586
4057	11325	16583
4058	11327	16580
4059	11330	16576
4060	11332	16573
4061	11335	16570
4062	11338	16567
4063	11341	16565
4064	11343	16562
4065	11346	16559
4066	11349	16556
4067	11352	16554
4068	11355	16551
4069	11357	16548
4070	11360	16545
4071	11362	16542
4072	11365	16538
4073	11367	16535
4074	11370	16532
4075	11373	16529
4076	11376	16527
4077	11379	16525
4078	11382	16522
4079	11385	16520
4080	11388	16518
4081	11391	16515
4082	11393	16511
4083	11396	16508
4084	11398	16505
4085	11407	16511
4086	11412	16511
4087	11417	16512
4088	11422	16511
4089	11426	16510
4090	11429	16508
4091	11432	16506
4092	11435	16503
4093	11438	16500
4094	11440	16497
4095	11443	16494
4096	11446	16491
4097	11448	16488
4098	11451	16485
4099	11453	16482
4100	11456	16479
4101	11458	16476
4102	11461	16472
4103	11463	16469
4104	11466	16466
4105	11468	16463
4106	11471	16460
4107	11474	16457
4108	11477	16455
4109	11480	16453
4110	11483	16450
4111	11486	16447
4112	11489	16444
4113	11492	16442
4114	11494	16438
4115	11497	16435
4116	11499	16432
4117	11502	16429
4118	11505	16426
4119	11507	16423
4120	11510	16420
4121	11513	16418
4122	11516	16416
4123	11519	16414
4124	11522	16411
4125	11525	16408
4126	11529	16406
4127	11532	16404
4128	11535	16402
4129	11538	16400
4130	11541	16397
4131	11545	16395
4132	11547	16392
4133	11550	16390
4134	11553	16387
4135	11556	16384
4136	11558	16381
4137	11561	16378
4138	11563	16374
4139	11566	16372
4140	11569	16369
4141	11571	16366
4142	11574	16362
4143	11576	16359
4144	11579	16356
4145	11581	16353
4146	11584	16350
4147	11587	16347
4148	11589	16344
4149	11592	16341
4150	11594	16338
4151	11598	16335
4152	11600	16332
4153	11603	16330
4154	11606	16327
4155	11609	16324
4156	11612	16322
4157	11615	16320
4158	11618	16317
4159	11620	16314
4160	11623	16311
4161	11626	16308
4162	11628	16304
4163	11631	16302
4164	11634	16299
4165	11637	16297
4166	11639	16293
4167	11642	16290
4168	11644	16287
4169	11647	16283
4170	11649	16280
4171	11652	16277
4172	11655	16275
4173	11659	16273
4174	11662	16271
4175	11665	16268
4176	11667	16264
4177	11669	16261
4178	11671	16257
4179	11674	16254
4180	11676	16250
4181	11678	16247
4182	11681	16244
4183	11683	16240
4184	11686	16237
4185	11688	16234
4186	11691	16231
4187	11694	16228
4188	11696	16226
4189	11699	16223
4190	11703	16221
4191	11706	16218
4192	11708	16215
4193	11711	16212
4194	11713	16209
4195	11717	16207
4196	11720	16205
4197	11723	16203
4198	11726	16200
4199	11729	16197
4200	11731	16194
4201	11734	16191
4202	11737	16188
4203	11739	16185
4204	11742	16182
4205	11745	16179
4206	11747	16176
4207	11750	16173
4208	11753	16170
4209	11755	16167
4210	11758	16164
4211	11760	16160
4212	11763	16158
4213	11765	16155
4214	11768	16152
4215	11770	16148
4216	11773	16145
4217	11775	16142
4218	11778	16139
4219	11781	16136
4220	11784	16134
4221	11786	16130
4222	11789	16127
4223	11791	16124
4224	11794	16121
4225	11797	16118
4226	11800	16116
4227	11803	16113
4228	11806	16111
4229	11809	16108
4230	11812	16105
4231	11814	16103
4232	11817	16100
4233	11820	16097
4234	11822	16094
4235	11825	16091
4236	11828	16088
4237	11831	16085
4238	11834	16083
4239	11837	16080
4240	11840	16078
4241	11843	16075
4242	11846	16073
4243	11849	16070
4244	11852	16068
4245	11855	16065
4246	11857	16062
4247	11860	16059
4248	11862	16056
4249	11865	16053
4250	11869	16051
4251	11872	16049
4252	11874	16046
4253	11877	16043
4254	11880	16040
4255	11883	16037
4256	11885	16034
4257	11888	16031
4258	11890	16028
4259	11893	16025
4260	11896	16023
4261	11899	16020
4262	11902	16017
4263	11905	16015
4264	11908	16013
4265	11911	16010
4266	11914	16007
4267	11916	16004
4268	11919	16001
4269	11922	15998
4270	11925	15996
4271	11928	15994
4272	11931	15991
4273	11934	15988
4274	11937	15986
4275	11940	15983
4276	11942	15980
4277	11945	15977
4278	11948	15974
4279	11950	15971
4280	11953	15968
4281	11956	15965
4282	11958	15962
4283	11961	15960
4284	11964	15957
4285	11967	15955
4286	11970	15952
4287	11973	15949
4288	11976	15947
4289	11979	15945
4290	11982	15942
4291	11985	15939
4292	11987	15936
4293	11990	15933
4294	11992	15930
4295	11995	15927
4296	11998	15924
4297	12001	15921
4298	12003	15918
4299	12006	15916
4300	12010	15913
4301	12013	15911
4302	12015	15908
4303	12018	15905
4304	12020	15902
4305	12023	15899
4306	12026	15896
4307	12029	15893
4308	12031	15890
4309	12033	15887
4310	12036	15884
4311	12039	15881
4312	12042	15878
4313	12045	15876
4314	12048	15874
4315	12051	15871
4316	12053	15868
4317	12056	15864
4318	12058	15861
4319	12061	15858
4320	12063	15855
4321	12066	15851
4322	12068	15848
4323	12071	15846
4324	12074	15843
4325	12077	15840
4326	12079	15837
4327	12082	15834
4328	12085	15832
4329	12089	15830
4330	12092	15828
4331	12096	15827
4332	12099	15824
4333	12101	15820
4334	12104	15817
4335	12106	15814
4336	12109	15811
4337	12111	15808
4338	12114	15805
4339	12116	15801
4340	12119	15798
4341	12122	15796
4342	12125	15793
4343	12128	15791
4344	12130	15788
4345	12133	15784
4346	12135	15781
4347	12138	15779
4348	12142	15777
4349	12145	15775
4350	12148	15772
4351	12151	15769
4352	12153	15766
4353	12156	15764
4354	12160	15762
4355	12162	15759
4356	12165	15756
4357	12167	15752
4358	12170	15749
4359	12173	15747
4360	12176	15744
4361	12179	15741
4362	12181	15738
4363	12184	15736
4364	12187	15733
4365	12190	15730
4366	12192	15727
4367	12195	15724
4368	12198	15721
4369	12200	15718
4370	12203	15715
4371	12205	15712
4372	12208	15709
4373	12210	15706
4374	12213	15703
4375	12216	15701
4376	12219	15698
4377	12222	15696
4378	12226	15693
4379	12229	15691
4380	12232	15689
4381	12235	15687
4382	12238	15684
4383	12242	15682
4384	12245	15680
4385	12248	15677
4386	12250	15674
4387	12253	15671
4388	12256	15668
4389	12258	15665
4390	12261	15662
4391	12263	15659
4392	12266	15656
4393	12270	15655
4394	12273	15651
4395	12276	15649
4396	12279	15646
4397	12281	15644
4398	12284	15641
4399	12287	15638
4400	12289	15635
4401	12292	15632
4402	12296	15630
4403	12299	15628
4404	12302	15625
4405	12304	15622
4406	12307	15619
4407	12309	15616
4408	12312	15613
4409	12315	15610
4410	12317	15606
4411	12320	15603
4412	12322	15600
4413	12325	15598
4414	12328	15595
4415	12331	15593
4416	12334	15590
4417	12336	15587
4418	12339	15584
4419	12342	15581
4420	12344	15578
4421	12347	15574
4422	12349	15571
4423	12352	15569
4424	12355	15566
4425	12358	15564
4426	12361	15561
4427	12364	15559
4428	12367	15556
4429	12370	15553
4430	12372	15550
4431	12375	15547
4432	12378	15544
4433	12381	15542
4434	12384	15540
4435	12387	15537
4436	12390	15534
4437	12393	15532
4438	12396	15530
4439	12400	15528
4440	12403	15526
4441	12406	15524
4442	12410	15521
4443	12413	15519
4444	12416	15517
4445	12419	15514
4446	12422	15512
4447	12426	15510
4448	12428	15507
4449	12431	15504
4450	12433	15501
4451	12436	15498
4452	12438	15494
4453	12441	15491
4454	12443	15488
4455	12446	15485
4456	12449	15482
4457	12451	15479
4458	12454	15476
4459	12456	15473
4460	12459	15469
4461	12461	15467
4462	12465	15464
4463	12468	15462
4464	12471	15460
4465	12474	15457
4466	12477	15454
4467	12480	15452
4468	12483	15449
4469	12485	15446
4470	12488	15443
4471	12490	15440
4472	12493	15437
4473	12496	15434
4474	12499	15432
4475	12502	15429
4476	12504	15426
4477	12507	15423
4478	12509	15419
4479	12512	15417
4480	12515	15414
4481	12517	15410
4482	12520	15408
4483	12523	15405
4484	12525	15402
4485	12528	15399
4486	12531	15396
4487	12533	15393
4488	12536	15390
4489	12539	15387
4490	12541	15384
4491	12544	15381
4492	12547	15379
4493	12550	15376
4494	12554	15375
4495	12557	15372
4496	12560	15369
4497	12562	15366
4498	12565	15363
4499	12567	15360
4500	12570	15357
4501	12572	15354
4502	12575	15351
4503	12577	15348
4504	12580	15345
4505	12583	15342
4506	12586	15339
4507	12588	15336
4508	12591	15333
4509	12594	15330
4510	12596	15327
4511	12599	15324
4512	12601	15321
4513	12604	15318
4514	12606	15315
4515	12609	15312
4516	12612	15309
4517	12615	15306
4518	12617	15303
4519	12620	15300
4520	12622	15297
4521	12625	15294
4522	12628	15291
4523	12630	15288
4524	12632	15285
4525	12635	15281
4526	12637	15278
4527	12640	15276
4528	12643	15273
4529	12646	15270
4530	12648	15266
4531	12650	15263
4532	12653	15260
4533	12655	15257
4534	12658	15254
4535	12660	15251
4536	12663	15248
4537	12666	15245
4538	12669	15242
4539	12672	15239
4540	12674	15236
4541	12677	15233
4542	12679	15230
4543	12682	15227
4544	12684	15224
4545	12687	15221
4546	12689	15218
4547	12692	15215
4548	12695	15212
4549	12698	15210
4550	12701	15207
4551	12703	15204
4552	12706	15201
4553	12709	15199
4554	12713	15197
4555	12716	15195
4556	12719	15192
4557	12721	15189
4558	12724	15186
4559	12726	15183
4560	12729	15180
4561	12732	15177
4562	12735	15175
4563	12738	15172
4564	12742	15170
4565	12744	15167
4566	12747	15165
4567	12750	15162
4568	12754	15160
4569	12757	15157
4570	12759	15154
4571	12762	15151
4572	12764	15148
4573	12767	15146
4574	12771	15144
4575	12775	15142
4576	12779	15141
4577	12782	15139
4578	12785	15136
4579	12788	15133
4580	12791	15131
4581	12793	15127
4582	12795	15124
4583	12798	15121
4584	12801	15118
4585	12804	15115
4586	12807	15113
4587	12810	15111
4588	12813	15108
4589	12816	15106
4590	12819	15103
4591	12822	15101
4592	12825	15099
4593	12828	15096
4594	12831	15092
4595	12833	15089
4596	12836	15087
4597	12839	15084
4598	12841	15081
4599	12843	15077
4600	12846	15074
4601	12849	15071
4602	12851	15068
4603	12854	15066
4604	12857	15063
4605	12860	15060
4606	12862	15056
4607	12864	15053
4608	12867	15050
4609	12870	15047
4610	12873	15045
4611	12876	15042
4612	12879	15040
4613	12883	15038
4614	12886	15036
4615	12889	15033
4616	12891	15030
4617	12894	15027
4618	12897	15024
4619	12899	15021
4620	12902	15019
4621	12905	15016
4622	12909	15014
4623	12912	15012
4624	12916	15010
4625	12920	15009
4626	12922	15006
4627	12925	15003
4628	12929	15001
4629	12932	14999
4630	12935	14996
4631	12937	14993
4632	12939	14990
4633	12942	14987
4634	12945	14984
4635	12949	14982
4636	12951	14979
4637	12954	14976
4638	12956	14973
4639	12959	14970
4640	12961	14967
4641	12964	14964
4642	12966	14961
4643	12969	14958
4644	12972	14955
4645	12975	14952
4646	12977	14949
4647	12980	14946
4648	12983	14944
4649	12986	14941
4650	12989	14939
4651	12993	14937
4652	12996	14935
4653	12999	14932
4654	13003	14930
4655	13006	14928
4656	13009	14925
4657	13012	14922
4658	13015	14920
4659	13018	14918
4660	13021	14915
4661	13024	14912
4662	13026	14909
4663	13029	14906
4664	13031	14903
4665	13034	14900
4666	13036	14896
4667	13039	14893
4668	13041	14890
4669	13044	14887
4670	13046	14884
4671	13049	14881
4672	13051	14878
4673	13055	14876
4674	13058	14874
4675	13061	14872
4676	13064	14868
4677	13066	14865
4678	13069	14862
4679	13072	14859
4680	13075	14857
4681	13078	14854
4682	13081	14852
4683	13084	14849
4684	13086	14846
4685	13088	14842
4686	13091	14839
4687	13093	14836
4688	13097	14834
4689	13100	14832
4690	13103	14830
4691	13106	14827
4692	13108	14824
4693	13111	14821
4694	13114	14818
4695	13116	14815
4696	13119	14812
4697	13122	14809
4698	13125	14806
4699	13127	14803
4700	13130	14800
4701	13132	14797
4702	13135	14794
4703	13138	14791
4704	13140	14788
4705	13143	14785
4706	13145	14782
4707	13148	14779
4708	13150	14775
4709	13153	14772
4710	13156	14770
4711	13158	14767
4712	13161	14764
4713	13164	14761
4714	13167	14759
4715	13171	14757
4716	13174	14754
4717	13176	14751
4718	13179	14748
4719	13182	14746
4720	13185	14743
4721	13187	14740
4722	13190	14737
4723	13193	14734
4724	13195	14731
4725	13198	14728
4726	13201	14726
4727	13205	14724
4728	13209	14723
4729	13212	14721
4730	13215	14718
4731	13217	14715
4732	13220	14712
4733	13222	14708
4734	13225	14705
4735	13228	14702
4736	13230	14700
4737	13233	14697
4738	13237	14695
4739	13240	14693
4740	13243	14690
4741	13246	14687
4742	13248	14684
4743	13251	14681
4744	13253	14677
4745	13255	14674
4746	13258	14671
4747	13261	14668
4748	13263	14665
4749	13266	14662
4750	13268	14659
4751	13271	14656
4752	13274	14653
4753	13276	14650
4754	13279	14648
4755	13282	14645
4756	13285	14642
4757	13288	14640
4758	13291	14637
4759	13294	14634
4760	13296	14631
4761	13299	14628
4762	13301	14625
4763	13304	14622
4764	13306	14619
4765	13309	14616
4766	13311	14613
4767	13314	14610
4768	13317	14607
4769	13320	14604
4770	13323	14602
4771	13326	14599
4772	13329	14596
4773	13331	14593
4774	13334	14591
4775	13337	14588
4776	13340	14586
4777	13343	14583
4778	13346	14580
4779	13349	14577
4780	13352	14575
4781	13355	14573
4782	13357	14570
4783	13360	14567
4784	13363	14564
4785	13366	14561
4786	13368	14558
4787	13371	14555
4788	13373	14552
4789	13376	14549
4790	13379	14546
4791	13382	14543
4792	13384	14540
4793	13387	14537
4794	13389	14534
4795	13392	14532
4796	13395	14529
4797	13397	14525
4798	13400	14522
4799	13403	14520
4800	13405	14517
4801	13408	14514
4802	13411	14511
4803	13413	14508
4804	13416	14505
4805	13419	14502
